ESTILO;UNIDADES;DEPARTAMENTO
736573;6;702
736576;1;702
736581;3;702
736584;3;702
736585;14;702
736828;200;722
736839;17;743
736842;8;743
736845;2;734
736846;2;734
736848;2;734
736849;1;734
736851;1;734
736852;1;734
736853;1;734
736854;4;734
736872;4;734
736885;3;734
736886;2;734
736887;2;734
736890;4;734
736891;1;734
736899;1;734
736908;2;734
737014;4;734
737038;1;734
737041;4;734
737042;4;734
737043;2;734
737045;2;734
737047;2;734
737048;1;734
737064;1;734
737065;2;734
737078;1;734
737085;1;734
737086;2;734
737131;8;743
737157;7;704
737219;1;669
737316;5;700
737317;4;700
737320;1;700
737327;21;742
737352;8;704
737504;1;740
737510;1;740
737511;2;740
737514;16;740
737518;17;740
737520;5;740
737530;5;740
737561;9;649
737563;13;649
737573;1;649
737623;14;626
737654;2;649
737662;27;649
737841;2;625
737843;2;625
737945;3;683
737946;9;683
738043;181;701
738131;32;662
738214;6;700
738215;14;700
738226;9;742
738237;5;742
738238;10;742
738239;20;742
738240;16;742
738254;20;661
738268;43;661
738289;24;661
738439;7;649
738675;24;649
738799;8;721
738848;248;701
738849;69;701
739069;4;701
739070;20;701
739100;20;701
739118;4;701
739134;8;701
739346;1;721
739684;368;664
739687;15;664
739699;3;722
739703;19;722
740209;3;660
740213;6;660
740425;4;625
741366;53;728
741370;49;728
741379;40;726
741458;1;625
741469;1;625
741474;1;625
742487;94;730
742928;14;667
742998;42;667
742999;29;667
743007;14;667
743082;1;667
743169;35;667
743172;1;667
743226;6;667
743228;20;667
743272;1;667
743296;14;667
743689;1;668
743825;4;734
743826;2;734
743828;5;734
743831;8;734
743835;5;734
743838;6;734
743842;6;734
743844;6;734
743847;7;734
743849;4;734
743851;3;734
743852;9;734
743856;2;734
743900;15;626
743901;47;626
743924;1;734
743925;6;734
744024;1;734
744617;73;730
744620;2;625
744621;40;730
744622;2;625
744624;1;625
744625;1;625
744630;2;625
744632;2;625
744637;1;625
744638;2;625
744648;1;625
744651;1;625
744653;2;625
744655;1;625
744662;2;625
744950;1;626
744953;2;626
744954;1;626
744955;2;626
744959;1;625
744960;1;625
745092;23;700
745123;2;625
745157;2;625
745160;2;625
745827;29;721
745829;17;721
745978;125;722
745984;168;722
745988;118;722
745991;187;722
746565;19;648
746566;20;648
746733;9;626
746983;31;667
747126;2;626
747257;18;626
747279;33;626
747326;24;626
747339;17;721
747340;1;721
747342;31;721
747344;29;721
747345;16;721
747347;18;721
747351;12;721
747352;6;721
747353;6;721
747354;6;721
747355;6;721
747356;6;721
747358;9;721
747360;7;721
747361;3;721
747362;3;721
747363;19;721
747364;1;721
747365;1;721
747366;4;721
747368;26;626
747377;33;626
747386;3;626
747421;3;626
747455;3;626
747657;40;620
747886;5;626
747958;129;722
747964;144;722
747972;61;722
747997;169;722
748001;79;722
748004;195;722
748010;75;722
748011;86;722
748012;174;722
748013;181;722
748014;55;722
748015;186;722
748016;13;722
748017;129;722
748018;73;722
748021;79;722
748022;39;722
748023;16;722
748024;96;722
748025;133;722
748026;96;722
748027;166;722
748028;169;722
748029;99;722
748030;179;722
748031;145;722
748032;160;722
748033;173;722
748034;200;722
748037;190;722
748038;197;722
748039;197;722
748040;201;722
748047;196;722
748051;196;722
748055;196;722
748109;6;722
748111;159;722
748112;197;722
748113;121;722
748114;184;722
748117;188;722
748118;177;722
748119;189;722
748120;111;722
748121;146;722
748124;199;722
748125;193;722
748126;197;722
748128;190;722
748135;186;722
748144;183;722
748604;187;730
748843;30;620
749097;60;722
749098;55;722
749099;71;722
749100;69;722
749101;150;722
749107;7;722
749108;6;722
749111;172;722
749140;42;722
749142;47;722
749154;25;722
749155;26;722
749156;111;722
749163;92;722
749174;149;722
749175;154;722
749176;89;722
749177;137;722
749257;11;722
749258;52;722
749259;87;722
749260;54;722
749261;63;722
749263;100;722
749264;167;722
749265;181;722
749266;139;722
749267;142;722
749268;100;722
749269;96;722
749270;100;722
749271;100;722
749272;188;722
749273;195;722
749274;187;722
749276;192;722
749278;184;722
749294;13;722
749295;187;722
749296;66;722
749297;159;722
749299;22;722
749300;98;722
749402;2;625
749403;3;625
749404;2;625
749828;1;625
749829;1;625
750205;1;668
750215;1;668
750329;1;625
751143;24;728
751144;9;728
751146;18;728
751166;13;700
751184;19;728
751185;20;728
751340;256;727
751343;39;727
751413;4;721
751429;14;722
751430;14;722
751431;15;722
751513;1;721
751613;20;661
751695;8;649
751717;2;649
751738;16;683
751745;14;683
751746;9;683
751748;21;683
751749;9;683
751750;13;683
751751;18;683
751752;10;683
751847;1;703
752059;1190;730
752086;99;730
752379;1194;730
752403;2;701
752420;1199;730
752452;199;730
752471;195;730
752671;2;670
752701;6;670
753241;4;725
753260;119;701
753263;14;701
753681;218;730
753709;2;625
753806;47;701
753808;30;701
753858;2;625
753861;2;625
753862;3;721
753863;84;724
753867;1;625
753869;1;625
753870;1;625
753873;32;724
753955;35;721
753958;2;721
753959;3;721
754019;2;701
754026;1;730
754036;1;742
754037;9;742
754038;20;742
754053;14;730
754076;6;649
754077;2;649
754079;4;649
754131;48;649
755090;20;668
755107;5;668
755311;179;730
755352;1;625
755484;1;649
755485;1;649
755712;3;664
755829;4;700
755838;4;700
755854;116;700
755870;3;649
755903;1;649
755947;6;700
755948;2;649
755951;2;625
756184;9;722
756189;1;722
756198;5;722
756224;7;701
756253;45;722
756258;12;722
756266;11;722
756311;8;722
756314;49;722
756316;14;722
756805;2;625
757832;1;625
757834;1;625
757835;2;625
757999;30;648
758010;12;648
758086;48;625
758212;133;662
759010;42;722
759011;34;722
759012;36;722
759013;9;722
759015;36;722
759019;35;722
759041;43;722
759155;2;625
759156;1;625
759258;20;620
759608;2;625
760278;12;728
760306;3;700
760309;11;700
760329;40;721
760330;11;721
760476;15;663
760524;78;663
760706;2;625
760707;2;625
760708;2;625
760709;2;625
760711;12;625
760718;12;625
760730;2;625
760731;1;625
760732;2;625
760733;2;625
760734;2;625
760736;1;625
760738;2;625
760739;2;625
760740;2;625
760741;2;625
760742;2;625
760743;2;625
760747;4;625
760753;4;625
761008;2;625
761017;2;625
761021;3;625
761022;3;625
761023;2;625
761024;7;625
761025;3;625
761026;2;625
761028;1;625
761029;2;625
761031;2;625
761103;1;668
761252;9;668
761381;55;701
761755;2;721
761756;30;721
761757;30;721
761860;15;721
761861;30;721
762187;10;701
762278;3;728
762971;13;725
762986;20;649
763181;11;683
763314;3;683
763315;6;683
763746;2;701
764061;2;723
764062;5;649
764355;176;722
764358;184;722
764855;38;701
765661;320;727
765704;4;728
765886;3;743
766708;23;721
766710;23;721
766711;23;721
766716;73;730
766717;54;730
766718;72;730
766776;2;625
766778;32;625
766779;6;625
766780;14;625
766781;4;625
766789;138;625
766799;1;625
766800;1;625
766801;1;625
766803;1;625
766806;3;625
766807;1;625
766916;1;700
766917;14;700
766918;7;700
766919;14;700
766949;3;701
766952;5;701
766959;5;701
766981;5;701
767531;11;626
767532;5;626
767534;5;626
767774;120;725
767775;138;725
767776;82;725
767778;73;725
767787;40;725
767819;9;700
767829;20;700
767831;10;700
767834;7;700
767835;10;742
767836;3;700
767837;6;700
767839;2;700
767843;5;700
767844;9;700
767846;1;700
767851;8;700
767853;14;700
767873;16;649
767874;4;649
767875;21;649
767876;8;649
767877;1;649
767957;1;704
768214;1;682
768218;1;704
768260;7;700
768265;2;700
768269;11;700
768270;4;700
768272;4;700
768287;12;700
768289;5;700
768332;13;724
768333;9;733
768337;6;733
768466;51;648
769076;52;669
769840;12;626
769841;12;626
769844;5;626
769905;2;649
769992;3;625
769993;2;625
770063;12;626
770068;2;626
770069;3;626
770078;8;626
770085;3;626
770087;2;626
770094;2;625
770209;12;668
770212;1;726
770226;172;722
770227;179;722
770228;197;722
770229;180;722
770230;179;722
770232;164;722
770313;10;700
770322;1;741
770329;1;700
770330;3;741
770331;1;741
770334;4;741
770339;7;741
770340;4;741
770341;14;741
770342;4;741
770343;4;741
770344;4;741
770346;4;741
770347;4;741
770348;4;741
770349;4;741
770350;9;741
770353;5;741
770360;14;700
770364;1;700
770371;1;700
770373;2;700
770378;9;743
770779;5;721
770822;667;700
770823;1216;700
770827;34;700
771020;15;700
771569;1;724
771571;10;700
771572;4;700
771600;1;724
771645;1;724
771777;37;621
771943;1;743
772160;70;660
772233;83;730
772268;273;721
772269;69;730
772363;2;625
772754;59;730
772768;21;743
772775;7;700
772779;3;700
773317;20;620
773709;5;700
773854;1;625
773857;1;625
773864;1;625
773872;3;625
773873;2;625
773909;3;625
773911;2;625
773913;8;625
773916;6;625
773918;8;625
773919;1;625
773920;9;625
773943;45;700
773955;3;625
774010;1;625
774080;3;625
774085;1;625
774093;1;625
774094;2;625
774200;24;664
774342;24;664
774728;3;721
774729;6;721
774733;1;623
774745;21;661
774756;100;730
774875;295;730
774912;2;725
775051;10;626
775585;1;742
775599;2;700
776176;20;648
776187;4;725
776241;3;725
776244;3;725
776265;5;725
776278;8;683
776279;2;725
776285;11;683
776311;4;725
776351;6;725
776436;5;725
776438;4;725
776439;7;725
776441;3;725
776442;4;725
776449;4;725
776450;5;725
776453;2;725
777139;1;625
777263;2;625
777265;1;625
777313;1;625
777682;2;648
778074;177;648
778447;193;648
779430;2;625
779501;3;625
779941;270;731
779942;237;731
779945;54;725
779946;24;725
780043;3;648
780382;12;728
780571;194;722
780572;198;722
780573;194;722
780574;193;722
780575;195;722
780576;200;722
782461;3;649
783156;1;743
783406;12;721
783469;68;700
783470;10;700
783783;3;733
784335;1;625
784336;2;625
784337;3;625
784499;2;625
784500;2;625
784502;2;625
784555;6;725
784556;1;725
784558;1;725
784560;1;725
784577;18;701
784946;31;701
784974;2;721
785048;2;742
785241;3;726
785259;2;626
785260;2;626
785261;3;626
785262;8;626
785314;21;669
785326;25;669
785398;4;669
785399;19;669
785411;1;669
786026;2;625
786028;1;625
786031;1;625
786032;1;625
786270;6;702
786303;8;702
786351;3;725
786353;1;625
786372;63;702
786406;4;725
786430;1;625
786682;238;730
786717;23;701
786789;109;701
786925;27;701
787018;113;722
787019;172;722
787020;140;722
787021;120;722
787024;46;722
787025;93;722
787026;153;722
787027;194;722
787028;198;722
787029;198;722
787030;199;722
787038;198;722
787039;199;722
787040;200;722
787045;200;722
787046;198;722
787047;200;722
787051;200;722
787052;200;722
787056;200;722
787057;160;722
787058;171;722
787059;96;722
787060;127;722
787063;81;722
787064;85;722
787065;153;722
787066;194;722
787070;194;722
787071;197;722
787072;197;722
787074;196;722
787075;200;722
787076;195;722
787077;196;722
787079;199;722
787080;200;722
787090;200;722
787091;200;722
787092;199;722
787097;200;722
787098;200;722
787099;198;722
787103;200;722
787104;199;722
787108;199;722
787109;175;722
787110;165;722
787111;187;722
787112;166;722
787113;186;722
787122;200;722
787124;199;722
787126;200;722
787127;200;722
787129;199;722
787131;199;722
787377;11;700
787456;4;702
787686;113;701
787885;1;625
787944;5;701
787947;4;701
787959;2;625
788721;23;701
789513;166;722
789541;57;649
789964;16;722
790154;34;669
790155;49;669
790156;100;668
790166;45;668
790181;48;668
790184;28;668
790185;50;668
790207;21;668
790213;50;668
790228;30;668
790314;1;725
790323;8;725
790592;4;730
790612;1;626
790613;2;626
790798;3;623
792043;3;740
792172;2;703
792202;3;742
792204;85;742
792207;5;742
792210;6;742
792213;3;742
792214;3;742
792715;3;649
792926;14;722
793069;20;724
793070;11;724
793811;35;669
793852;7;648
793860;12;648
793865;6;648
793866;50;648
793867;69;648
793996;2;625
793997;2;625
793998;1;625
793999;2;625
794000;6;625
794017;2;625
794018;2;625
794019;2;625
794021;2;625
794053;1;625
794059;2;625
794061;1;625
794062;1;625
794063;2;625
794064;2;625
794065;2;625
794173;6;724
794181;8;724
794450;28;662
794460;50;669
794468;50;669
794473;59;649
794474;50;669
794476;45;669
794525;7;702
794528;10;725
794531;6;725
794532;11;725
794578;47;701
794750;23;725
795207;52;701
795314;16;725
795332;15;725
795336;121;725
795337;23;725
795349;2;725
795352;2;725
795387;2;725
795502;2;625
795503;2;625
795504;2;625
795506;1;625
795507;3;625
795648;18;701
795911;56;700
795927;121;700
796196;1;721
796222;3;725
796229;5;725
796230;3;725
796232;7;725
796235;13;725
796238;6;725
796239;11;725
796240;6;725
796267;3;700
796276;7;700
796277;1;700
796280;1;700
796281;1;700
796282;1;700
796289;9;700
796291;19;724
796298;20;700
796312;19;700
796397;6;724
796771;30;700
796775;2;700
796777;1;700
796779;3;700
796787;10;700
796796;14;701
796813;14;740
796820;3;625
796821;41;625
796822;2;625
796823;2;625
796826;2;626
796827;3;626
796828;3;626
796830;2;625
796831;5;626
796832;2;625
796833;3;626
796834;3;626
796835;3;626
796836;3;626
796837;3;626
796842;3;626
796843;3;626
796844;3;626
796845;3;626
796847;4;626
796848;6;626
796855;15;626
796856;15;626
796857;15;626
796858;2;626
796859;24;626
796860;4;626
796863;2;626
796864;1;626
796865;6;626
796917;1;721
796918;1;721
796919;160;721
796920;133;721
796921;28;721
796965;21;649
797469;9;724
797473;10;724
797475;25;724
797479;11;724
797480;12;724
797482;16;724
798038;50;700
798159;1;731
798205;1;721
798212;6;725
798213;10;725
798420;15;724
798434;4;724
798438;9;724
798574;5;742
798641;7;680
798643;7;680
798644;7;680
798742;6;680
798744;9;680
798766;9;742
798772;11;742
798773;3;742
798813;5;742
798814;3;742
798826;10;742
798863;4;742
798867;7;742
798869;4;742
798871;8;742
798884;1;625
798886;1;625
798887;2;625
798889;2;625
798890;2;625
798891;2;625
798893;2;625
798900;1;625
798908;217;721
798909;156;721
798913;10;667
798969;393;721
798973;39;721
798974;96;721
798978;96;721
799188;3;625
799190;1;625
799191;1;625
799398;2;625
799399;1;625
799420;1;625
799421;2;625
799435;1;625
799732;1;723
799733;5;723
799735;2;723
799753;1;723
800298;25;700
800361;5;740
800363;4;740
800543;40;725
800547;17;725
800549;42;725
800552;13;725
801081;501;721
801113;2;725
801116;9;725
801117;9;725
801128;5;725
801226;3;725
801228;5;725
801229;5;725
801233;14;649
801263;48;724
801332;3;625
801688;11;702
801708;9;702
801710;9;702
801722;208;731
801783;247;722
801830;1;625
801863;1;625
801993;95;724
802024;37;724
802026;107;724
802034;46;724
802055;19;724
802065;31;724
802078;14;724
802082;30;724
802085;13;724
802092;4;700
802213;111;724
802257;1;701
802423;109;730
802626;1;625
802811;2;721
802817;5;626
802820;2;626
802822;1;626
802893;4;625
802895;3;625
802897;3;625
802898;3;625
802901;1;625
802902;2;625
802904;5;625
802922;3;625
802948;2;625
803078;16;661
803082;2;661
803093;24;700
803096;24;661
803116;12;661
803423;1;623
803510;1;625
803624;7;625
803717;3;623
803736;1;625
803770;1;625
803773;1;625
803803;1;625
803954;1;623
803989;4;623
804029;1;625
804051;3;623
804091;1;625
804093;2;625
804094;1;625
804230;171;730
804417;2;625
804419;2;625
804872;26;649
805058;4;702
805143;1;625
805147;14;702
805150;5;702
805151;1;625
805152;1;625
805155;5;702
805177;11;702
805185;50;725
805268;7;721
805274;8;721
805288;144;722
805289;196;722
805290;75;722
805291;83;722
805292;88;722
805293;195;722
805294;199;722
805295;200;722
805296;174;722
805297;88;722
805298;157;722
805332;1;625
805333;2;625
805477;6;700
805480;91;730
805516;12;725
805600;23;726
805603;15;726
805604;34;726
805605;92;726
805762;47;731
806027;8;683
806038;5;625
806040;2;625
806112;21;667
806219;31;648
806221;100;648
806224;48;648
806225;3;648
806232;9;648
806395;1;625
806446;1;625
806494;50;626
806522;8;626
806610;9;649
806792;6;683
806794;10;683
806802;6;683
806949;2;625
806952;2;625
806953;2;625
806954;2;625
806968;2;625
806971;2;625
806978;1;625
806983;2;625
806986;2;625
806988;2;625
806989;2;625
806992;2;625
807000;2;625
807002;2;625
807005;2;625
807007;2;625
807008;1;625
807009;2;625
807022;1;625
807025;14;625
807030;19;625
807037;6;625
807054;1;625
807056;3;625
807078;1;625
807117;1;625
807120;1;625
807121;1;625
807122;1;625
807125;1;625
807131;10;625
807134;1;625
807138;1;625
807139;4;625
807141;2;625
807143;5;625
807222;4;741
807225;1;741
807229;1;741
807240;15;728
807242;10;728
807244;32;728
807245;16;728
807247;23;728
807250;24;728
807291;2;625
807294;2;625
807297;3;625
807797;1;626
807934;20;661
807938;1;625
808088;5;669
808090;1;669
808098;1;669
808099;7;669
808102;22;669
808103;22;669
808114;8;669
808119;1;669
808164;2;625
808245;6;649
808263;3;726
808288;1;625
808293;1;625
808297;1;625
808412;45;724
808413;54;724
808619;2;725
808632;62;724
808633;9;724
808634;81;724
808636;65;724
808637;74;724
808659;1;625
808662;16;728
808676;266;722
808690;82;724
808707;29;725
808708;44;725
808709;17;725
808710;79;725
808711;29;725
808712;64;725
808713;47;725
808714;1;725
808715;12;725
808716;18;725
808718;18;725
808719;21;725
808721;81;725
808723;23;725
808724;25;725
808726;16;725
808728;1;728
808731;6;728
808732;3;728
808752;3;700
808798;96;730
808802;98;730
808834;98;730
808844;57;730
808908;225;701
808939;22;661
808941;17;661
808942;25;661
809261;2;625
809333;11;725
809337;11;725
809341;12;725
809345;11;725
809348;6;725
809350;10;725
809359;12;725
809363;11;725
809367;9;725
809368;10;725
809384;12;725
809434;4;668
809862;3;729
809874;1;625
809884;1;729
809885;5;729
809920;5;723
809922;9;723
810108;47;730
810126;39;730
810127;39;730
810129;77;730
810133;78;730
810158;1;730
810857;88;730
811161;50;729
811164;49;729
811276;8;643
811461;5;683
811488;1;729
811701;12;721
811702;11;721
811703;9;721
811704;16;721
811705;6;721
811706;16;721
811707;7;721
811708;16;721
811709;5;721
811710;6;721
811711;5;721
811712;6;721
811713;6;721
811714;14;721
811715;5;721
811716;4;721
811769;5;700
811819;4;649
811828;38;649
811846;1;725
811853;1;725
812265;3;725
812314;4;725
812316;2;725
812321;1;725
812325;2;725
812326;1;725
812338;3;725
812351;4;725
812356;2;725
812359;5;725
812360;2;725
812368;106;730
812391;27;662
812508;52;725
812533;27;725
812587;181;725
812956;1;701
812965;29;701
812967;53;701
813030;2;642
813048;1;642
813096;4;702
813099;2;702
813203;7;702
813223;1;603
813259;31;724
813261;23;724
813263;9;724
813634;200;722
813635;20;664
813636;13;664
813637;13;664
813641;93;721
813810;80;721
813882;135;721
813908;2;721
813913;9;700
813983;2;625
813986;3;625
813990;2;625
813991;1;625
813992;1;625
814022;9;664
814046;4;664
814061;10;664
814062;19;721
814063;18;664
814065;2;721
814066;7;721
814069;3;664
814072;13;664
814073;5;664
814082;28;664
814087;7;664
814095;3;664
814096;14;664
814097;17;664
814203;23;664
814495;8;741
814499;4;741
814509;19;701
815110;13;731
815164;7;742
815165;8;742
815175;9;742
815177;18;742
815178;16;742
815179;213;701
815187;23;721
815188;24;721
815189;3;721
815190;3;721
815196;3;721
815271;3;721
815275;66;721
815293;200;722
815320;13;721
815326;19;721
815328;10;721
815330;5;721
815331;6;721
815333;2;721
815334;11;721
815335;7;721
815337;22;721
815340;9;721
815342;2;721
815364;25;731
815387;42;721
815429;120;721
815567;1;625
815809;1;721
816316;20;722
816317;15;722
816319;15;722
816505;2;625
816515;2;625
816583;1;625
816683;1;625
816759;3;649
816774;31;649
816865;1;625
816883;1;625
816884;1;625
816894;2;625
816937;1;727
817023;3;625
817036;22;700
817228;1;734
817229;2;734
817257;1;734
817290;3;734
817309;1;734
817353;2;734
817391;6;664
817401;6;664
817730;138;701
817755;6;664
817758;5;664
817760;6;664
817761;6;664
817766;2;664
817768;6;664
817771;4;664
817772;3;664
817773;1;664
817774;10;664
817782;1;664
817784;4;664
817790;12;664
817798;3;664
817817;12;664
817914;2;721
818206;30;682
818469;4;724
818470;25;724
818743;4;626
818746;4;626
818747;6;626
818748;6;626
818749;5;626
818750;4;626
818751;6;626
818753;5;626
818754;5;626
818755;4;626
818756;6;626
818788;6;742
818792;3;725
818793;4;725
818800;5;725
818802;7;725
818803;4;725
818804;5;725
818805;3;725
818809;3;725
818811;3;725
818813;6;725
818814;5;725
818815;8;725
818816;6;725
819025;1;625
819067;3;625
819068;2;625
819267;10;701
819474;3;670
819480;1;670
819522;4;670
819570;5;670
819607;1;670
819685;3;670
819767;2;670
819770;1;662
819773;1;669
820142;2;721
820382;1;721
820641;4;625
820642;2;625
820658;4;625
820659;1;625
820660;1;721
820661;2;625
820699;1;626
820704;2;626
820717;8;721
820766;1;626
820778;3;721
820869;32;724
820875;96;724
820876;96;724
820878;73;724
820882;36;724
820885;163;724
820886;115;724
820899;3;649
820952;2;667
820980;9;667
821056;6;664
821279;11;700
821493;2;700
821570;29;700
821655;30;700
821669;1;730
821725;1;741
821754;66;741
821960;3;670
821988;5;626
821989;4;626
821990;7;626
821993;6;626
822001;59;730
822086;4;740
822396;56;730
822408;6;626
822548;17;667
822551;18;667
822552;19;667
822555;12;667
822557;32;667
822792;31;667
822863;59;730
822891;5;667
822923;62;663
823028;35;667
823029;9;667
823036;5;667
823044;17;667
823066;12;667
823068;11;667
823099;3;721
823164;6;700
823210;16;700
823309;63;730
823606;98;730
824096;11;620
824111;9;700
824115;16;700
824116;18;700
824117;4;700
824118;28;648
824125;46;648
824130;1435;701
824156;5;669
824191;2;649
824226;5;649
824235;5;649
824268;22;730
824335;20;646
824346;33;646
824358;7;646
824392;9;649
824408;13;649
824447;10;625
824448;2;625
824449;2;625
824451;12;625
824452;25;625
824453;61;625
824454;55;625
824458;25;625
824460;1;625
824461;3;625
824468;3;625
824470;1;625
824471;1;625
824472;1;625
824473;1;625
824474;1;625
824476;2;625
824477;3;625
824478;1;625
824481;2;625
824487;1;625
824489;1;625
824492;1;625
824493;10;625
824497;1;625
824500;1;625
824501;1;625
824502;1;625
824538;6;664
824595;2;664
824648;1;664
825363;2;625
825862;1;620
825954;66;730
825973;6;649
826040;48;683
826108;296;722
826121;57;730
826128;7;682
826139;10;682
826154;9;682
826172;11;682
826188;6;727
826192;169;722
827095;173;730
827276;24;725
827287;23;725
827332;42;725
827476;121;725
827479;3;601
827503;53;725
827599;21;725
827754;60;731
827767;1;734
827772;1;734
827775;1;734
827776;1;734
827778;2;734
827779;1;734
827782;1;734
827783;1;734
827786;1;734
827787;2;734
827788;1;734
827791;1;734
827793;4;734
827794;1;734
827799;2;734
827801;2;734
827804;1;734
827806;1;734
827809;1;734
827821;1;734
827827;1;734
827837;3;721
827838;6;721
827839;12;721
827851;2;734
827853;5;734
827861;2;734
827865;1;734
827867;2;734
827868;2;734
827873;1;734
827885;1;734
827887;4;734
827888;2;734
827890;2;734
827892;2;734
827907;2;734
827908;1;734
827909;2;734
827911;1;734
827915;1;734
827916;2;734
827917;1;734
827918;3;734
827919;2;734
827920;4;734
827922;2;734
827936;1;734
827946;1;734
827950;2;734
827993;1;734
828008;4;734
828073;8;721
828074;24;721
828140;6;721
828266;2;734
828402;5;721
828403;1;721
828836;8;667
828852;1;667
828856;1;667
828863;1;667
828865;9;721
828874;1;649
829078;341;725
829114;1;647
829149;1;642
829150;1;642
829478;2;624
829528;169;722
829556;11;731
829904;9;704
831023;1;722
831024;2;722
831078;1;722
831093;107;722
831094;59;722
831095;125;722
831096;22;722
831097;89;722
832063;22;722
832065;295;730
832281;27;730
832282;25;730
832290;35;730
832448;1;625
832486;18;704
832489;91;704
832596;2;725
832645;10;721
832647;8;721
832648;7;721
832963;6;625
833019;1;725
833031;6;725
833065;2;625
833069;8;725
833188;8;700
833398;1;701
833441;80;701
833665;2;625
833681;1;649
834056;2;721
834368;57;649
834524;29;730
834527;21;730
834528;41;730
834570;20;730
834767;1;625
834822;1;625
834823;1;625
834831;1;625
834841;1;625
834844;1;625
834846;1;625
834847;1;625
834852;1;625
834953;9;721
834975;8;743
835014;1;625
835015;1;625
835024;24;721
835038;381;722
835039;299;722
835040;328;722
835041;300;722
835042;100;722
835043;200;722
835044;249;722
835045;249;722
835047;250;722
835050;250;722
835052;250;722
835054;298;722
835055;247;722
835061;249;722
835068;1;625
835069;250;722
835070;2;625
835075;250;722
835104;250;722
835105;250;722
835109;250;722
835110;250;722
835111;250;722
835112;93;722
835113;498;722
835114;250;722
835115;249;722
835116;242;722
835117;250;722
835118;250;722
835119;250;722
835120;249;722
835121;484;722
835122;250;722
835124;250;722
835129;249;722
835132;250;722
835133;249;722
835134;250;722
835135;250;722
835136;250;722
835137;250;722
835159;1513;722
835162;250;722
835167;250;722
835182;14;702
835186;249;722
835203;242;722
835205;249;722
835208;250;722
835226;250;722
835228;250;722
835229;237;722
835231;250;722
835237;250;722
835247;250;722
835249;250;722
835251;250;722
835253;250;722
835255;250;722
835256;250;722
835302;250;722
835303;218;722
835305;250;722
835317;250;722
835323;250;722
835346;250;722
835368;249;722
835374;250;722
835381;250;722
835383;250;722
835387;250;722
835389;250;722
835391;250;722
835392;250;722
835405;250;722
835407;250;722
835408;250;722
835409;250;722
835410;250;722
835417;250;722
835448;1;721
835464;14;721
835469;1;669
835470;10;721
835514;1;669
835521;2;669
835614;2;669
835619;25;669
835673;1;669
835688;16;661
835718;8;667
835719;14;667
835749;17;667
835757;23;667
835814;15;667
835836;6;667
835838;7;667
835852;33;682
835861;10;682
835889;24;682
835890;19;682
835891;35;682
835913;24;682
836271;13;620
836278;25;620
836286;11;620
836291;4;620
836456;1;625
836459;2;625
836460;2;625
836462;2;625
836464;2;625
836465;2;625
836472;2;625
836495;24;724
836542;1;702
836545;48;724
836546;1;702
836583;1;734
836619;37;649
836676;8;725
836817;1;625
836818;2;625
836819;1;625
836820;3;625
836828;6;649
836881;89;649
836934;12;721
836935;5;721
836984;1;649
836988;3;649
836989;15;649
836991;2;725
837001;1;725
837009;3;725
837011;10;725
837095;17;730
837361;7;700
837691;1;649
837778;2;647
838088;6;680
838229;659;730
838258;8;626
838302;4;626
838303;6;626
838304;6;626
838305;4;626
838312;3;626
838313;3;626
838320;4;626
838327;4;626
838329;4;626
838330;9;626
838340;6;626
838356;3;626
838358;3;626
838359;3;626
838360;3;626
838361;3;626
838390;2;626
838391;17;626
838415;4;626
838416;3;626
838493;61;701
838494;70;701
838761;2;726
838983;7;729
839002;118;701
839009;503;700
839093;1;726
839098;3;726
839102;1;726
839107;5;726
839114;2;726
839124;1;726
839133;1;734
839147;1;734
839242;13;723
839248;48;682
839260;60;682
839305;57;682
839354;281;723
839356;30;723
839358;23;723
839360;7;723
839361;1;723
839425;2;625
839596;1;742
839605;5;742
839606;6;742
839608;8;742
839612;223;701
839617;62;701
839626;10;669
839636;26;701
839647;56;724
839648;93;724
839651;48;724
839659;49;724
839665;70;724
839669;22;724
839670;33;724
839672;28;724
839673;25;724
840126;7;662
840250;60;725
840379;8;741
840630;10;682
840654;3;700
840817;1;680
840831;32;730
840987;11;726
840993;6;726
841052;105;730
841096;79;730
841126;90;730
841160;81;730
841218;6;642
841247;1;642
841256;4;642
841337;9;680
841352;2;742
841519;50;725
841520;50;725
841521;50;725
841522;50;725
841524;50;725
841525;48;725
841527;50;725
841529;46;725
841532;44;725
841716;10;701
841725;9;701
841734;10;701
841736;2;728
842055;2;625
842377;16;721
842382;13;721
842436;1;625
842437;1;625
842439;1;625
842440;1;625
842441;1;625
842442;1;625
842443;1;625
842460;1;625
842461;1;625
842470;1;625
842472;1;625
842473;2;625
842475;1;625
842481;1;625
842482;1;625
842487;1;625
842489;1;625
842490;1;625
842491;1;625
842497;1;625
842498;1;625
842499;1;625
842568;1;625
842569;2;625
842575;2;625
842576;2;625
842577;1;625
842578;1;625
842583;1;625
842585;1;625
842588;2;625
842589;1;625
842590;1;625
842592;1;625
842593;1;625
842650;2;625
842651;2;625
842711;1;625
842714;2;625
842720;2;625
842724;2;625
842728;1;625
842729;1;625
842737;1;625
842744;1;625
842745;2;625
842746;2;625
842752;10;700
842755;1;625
842821;231;730
842862;5;626
842863;4;626
842864;16;626
842867;1;626
842878;2;626
842891;4;626
842895;1;626
842896;2;626
842897;5;626
842898;2;626
843006;4;667
843007;1;667
