ESTILO;UNIDADES;DEPARTAMENTO
278279;36;667
278280;9;667
278285;23;667
278291;14;667
278294;14;667
278412;18;667
278414;13;667
278416;18;667
278419;20;667
278422;17;667
278426;35;667
278434;23;667
278435;18;667
278437;15;667
278492;15;667
278496;1;667
278498;36;667
278524;13;667
278526;9;667
278528;3;667
278530;1;667
278531;7;663
278533;25;667
278535;52;667
278565;10;722
278657;8;625
278824;18;667
278834;18;667
278837;7;663
278841;35;667
278845;42;667
278847;16;667
278849;5;667
278853;7;667
278857;2;667
278861;4;741
278862;14;667
278866;20;667
278874;13;667
279069;57;662
279474;15;667
279475;3;741
279479;14;667
279484;4;625
279505;189;730
279661;3;625
279672;16;741
279685;9;663
279733;10;730
279808;1;726
279849;5;649
280211;9;663
280247;9;663
280288;6;663
280293;3;741
280344;1;625
280350;2;625
280352;1;625
280354;1;625
280361;14;740
280373;10;663
280375;18;741
280387;16;741
280392;8;663
280402;13;741
280407;2;741
280408;1;741
280409;5;741
280411;5;741
280412;19;648
280413;20;648
280414;19;648
280416;18;667
280417;17;667
280418;15;667
280419;17;667
280420;19;667
280421;15;667
280422;14;667
280424;13;667
280425;14;667
280432;23;667
280433;1;742
280649;1;625
280812;15;625
280813;8;625
280814;2;625
280818;1;625
280819;3;625
280820;3;625
280821;3;625
280822;3;625
280823;3;625
280849;45;625
280850;2;625
280859;1;625
280861;2;625
280862;2;625
280863;13;647
280864;2;625
280865;2;625
280866;2;625
280906;2;625
280909;9;646
280912;3;646
280914;2;625
280915;4;647
280916;2;625
280917;6;647
280918;2;625
280919;2;625
280920;6;647
280921;2;625
280944;2;625
280945;2;625
280946;12;647
280955;2;625
280957;2;625
280966;2;625
280967;13;647
280968;2;625
280969;6;647
280978;2;625
280979;2;625
280980;6;647
280986;2;625
280988;6;647
280989;2;625
280990;2;625
280991;6;647
281065;2;625
281066;4;647
281068;2;625
281097;2;625
281162;2;625
281163;2;625
281164;3;647
281165;2;625
281167;6;647
281169;2;625
281170;5;647
281172;2;625
281192;6;646
281199;4;646
281201;6;646
281204;6;646
281208;6;646
281212;5;646
281214;17;625
281215;6;646
281290;6;647
281296;6;647
281299;2;625
281343;4;625
281361;24;647
281362;10;625
281363;24;647
281364;5;625
281445;2;740
281537;6;625
281538;24;647
281540;15;625
281541;24;647
281546;448;722
281550;6;625
281556;4;646
281565;6;646
281575;5;646
281580;6;625
281583;6;625
281586;40;625
281588;75;625
281590;96;625
281626;1;625
281628;7;625
281630;13;625
281631;2;625
281634;1;625
281635;2;625
281637;4;625
281664;2;740
281667;2;625
281668;2;625
281676;3;625
281678;2;625
281714;2;625
281718;2;625
281722;2;625
281731;1;625
281739;2;625
281742;53;741
281758;1;625
281842;2;625
281850;1;625
281867;2;625
282111;2;625
282112;2;625
282113;2;625
282114;2;625
282115;2;625
282116;2;625
282119;2;625
282120;2;625
282122;2;625
282123;3;625
282124;2;625
282125;2;625
282126;2;625
282128;1;625
282131;1;625
282132;1;625
282133;1;625
282134;2;625
282135;2;625
282136;2;625
282137;2;625
282138;2;625
282139;2;625
282140;2;625
282151;2;625
282152;4;625
282153;3;625
282154;5;625
282155;4;625
282156;2;625
282157;3;625
282158;2;625
282159;2;625
282160;4;625
282161;4;625
282162;4;625
282163;2;625
282164;3;625
282165;2;625
282166;2;625
282167;2;625
282168;2;625
282169;2;625
282170;12;660
282171;2;625
282172;2;625
282173;24;660
282174;2;625
282175;2;625
282176;12;660
282177;2;625
282178;18;660
282180;12;660
282181;18;660
282182;11;660
282183;18;660
282184;12;660
282185;3;664
282192;18;660
282193;18;660
282194;19;660
282195;10;660
282198;12;660
282199;15;660
282200;18;660
282258;18;660
282260;12;660
282327;17;660
282544;14;660
282545;14;660
282548;18;660
282551;14;660
282552;15;660
282554;18;660
282555;14;660
282558;12;660
282560;11;660
282563;17;660
282565;24;660
282632;4;742
282634;72;730
282654;4;660
282682;24;660
282684;24;660
282685;24;660
282722;19;660
282757;24;660
282793;12;660
282812;24;660
282825;10;660
282838;11;660
282845;24;660
282930;4;660
282933;6;660
282935;5;648
282938;4;660
282940;5;660
282956;5;648
283020;14;660
283021;12;660
283022;10;660
283023;7;660
283026;14;660
283027;8;660
283028;4;660
283029;19;660
283030;10;660
283031;16;660
283033;10;660
283036;10;660
283040;6;660
283044;12;660
283048;6;660
283108;6;660
283111;5;660
283114;4;660
283116;7;660
283117;15;660
283119;18;660
283121;18;660
283126;6;660
283128;30;660
283130;6;660
283132;17;660
283133;6;660
283136;6;660
283141;37;660
283142;16;660
283145;7;660
283147;7;660
283205;16;660
283207;105;730
283209;79;730
283315;8;701
283397;8;660
283402;8;660
283406;7;660
283417;4;660
283489;2;660
283532;4;660
283533;3;660
283639;10;603
283698;10;603
283701;9;603
283715;17;603
283717;15;603
283731;8;603
283739;5;603
283834;10;603
283920;10;603
283924;15;603
283926;7;603
284087;5;603
284088;14;603
284159;22;603
284165;51;721
284173;9;603
284184;3;603
284185;17;603
284186;14;603
284190;15;603
284198;8;603
284211;9;603
284213;1;603
284217;32;603
284221;14;603
284222;10;603
284224;9;603
284225;25;603
284228;11;603
284229;17;603
284230;13;603
284237;8;603
284241;15;603
284244;23;603
284284;4;700
284316;8;648
284344;15;648
284367;10;648
284388;6;648
284402;9;648
284463;7;648
284581;2;625
284582;2;625
284583;3;625
284588;2;625
284589;2;625
284590;2;625
284608;2;625
285224;1;625
285226;1;625
285227;1;625
285654;1249;730
285710;6;626
285717;3;626
285823;2;625
285826;1;625
285827;3;625
285828;3;625
285831;2;625
285832;2;625
285912;200;722
285914;200;722
285915;200;722
285920;199;722
285921;200;722
285923;197;722
285926;99;722
286134;9;700
286148;4;626
286315;10;700
286316;18;700
286452;16;682
286458;15;664
286460;10;664
286462;5;664
286466;19;664
286467;15;664
286468;15;664
286469;6;664
286471;14;664
286476;15;664
286477;9;664
286479;14;664
286480;47;701
286483;20;664
286484;5;664
286485;13;664
286486;29;664
286487;41;664
286488;25;664
286492;4;665
286723;15;664
286725;10;664
286727;5;664
286728;10;664
286729;15;664
286731;5;664
286733;10;664
286742;9;664
286747;8;700
286776;10;700
286818;10;664
286879;1;742
286948;10;661
286969;11;661
286976;5;626
286994;3;626
286998;3;661
287006;10;661
287008;10;626
287011;4;661
287013;5;626
287015;3;626
287018;6;626
287022;3;626
287023;4;626
287026;6;626
287027;3;626
287032;2;626
287038;3;626
287040;6;661
287043;3;626
287048;21;603
287051;9;661
287062;30;603
287063;9;661
287075;7;661
287092;10;661
287100;6;661
287105;8;661
287112;12;661
287156;12;661
287163;1;682
287168;11;661
287349;3;682
287356;10;661
287358;21;682
287360;12;682
287361;24;682
287363;7;682
287364;11;667
287365;13;667
287376;17;667
287406;2;626
287554;9;667
287555;9;667
287558;14;667
287559;13;667
287560;16;667
287569;30;700
287587;14;667
287589;14;667
287609;18;667
287680;18;667
287681;14;667
287682;6;667
287683;13;667
287915;10;661
287916;24;661
287922;5;661
287924;5;661
287931;6;661
287933;6;661
287934;6;661
287935;12;661
287936;10;661
287940;10;661
287941;10;661
287950;5;661
287951;8;661
287954;3;661
287955;21;661
287956;5;661
287957;5;661
287959;11;661
287960;5;661
287961;5;661
287964;5;661
287968;10;661
287970;24;661
287973;12;661
287974;12;661
287975;12;661
287976;6;661
287979;14;667
287983;10;667
288011;9;667
288015;19;667
288018;14;667
288020;19;667
288022;8;667
288024;22;667
288026;18;667
288029;6;661
288030;12;667
288031;6;661
288032;14;667
288033;6;661
288034;15;667
288035;5;661
288038;10;667
288039;5;661
288040;41;667
288041;10;661
288042;17;667
288047;42;667
288049;10;667
288163;10;667
288165;9;667
288166;5;661
288167;21;667
288169;5;661
288171;9;667
288181;15;667
288185;5;661
288186;10;667
288287;10;667
288288;10;667
288291;8;667
288292;13;667
288293;7;667
288294;15;667
288318;13;667
288321;9;667
288323;13;667
288324;8;667
288325;21;667
288327;19;667
288330;15;667
288331;24;667
288332;15;667
288333;10;667
288339;14;667
288340;17;667
288341;14;667
288343;1;667
288344;1;667
288345;3;667
288347;14;667
288348;11;667
288349;13;667
288352;17;667
288353;12;667
288354;3;667
288355;14;667
288356;31;667
288357;6;667
288358;9;667
288359;21;667
288360;16;667
288361;19;667
288362;10;667
288363;12;667
288364;9;667
288365;10;667
288366;9;667
288389;12;667
288446;3;667
288545;14;667
288546;14;667
288548;11;667
288549;17;667
288550;18;667
288552;9;667
288560;3;667
288628;17;667
288636;5;667
288708;7;722
288709;38;722
288710;9;722
288826;24;649
288901;13;667
288913;10;667
288915;14;667
288923;16;667
288938;14;667
288961;12;667
288962;37;667
288963;18;667
288964;20;667
288966;16;667
288967;10;667
288968;3;667
288969;14;667
288972;15;667
288973;15;667
288980;17;667
288981;10;667
288985;2;667
288987;7;667
288988;22;667
289017;36;649
289079;17;667
289080;8;667
289081;13;667
289082;44;667
289083;47;667
289084;19;667
289085;11;667
289087;32;667
289089;1;667
289091;12;667
289093;19;667
289112;15;648
289114;17;648
289118;20;648
289120;14;648
289141;7;667
289142;19;667
289143;14;667
289144;22;667
289145;18;667
289146;19;667
289250;11;667
289251;2;667
289328;9;667
289336;11;667
289345;21;667
289346;14;667
289348;19;667
289503;10;667
289510;20;640
289511;20;640
289512;10;640
289513;10;640
289526;20;640
289530;16;664
289531;23;664
289532;1;664
289533;3;664
289534;1;664
289535;9;664
289566;8;664
289567;10;664
289602;19;664
289603;10;664
289604;8;664
289606;16;664
289607;12;664
289625;14;664
289651;8;664
289653;21;664
289656;22;664
289657;22;664
289662;12;664
289663;12;664
289669;12;664
289679;12;664
289680;12;664
289684;18;664
289686;3;664
289688;4;664
289696;8;664
289781;7;664
289782;14;664
289784;7;664
289786;18;664
289788;14;664
289789;6;664
289791;7;664
289792;3;664
289793;8;664
289794;1;664
289795;8;664
289796;16;664
289797;9;664
289798;5;664
289799;4;664
289800;8;664
289841;16;664
289877;9;626
289879;6;626
289881;2;626
289882;3;626
289885;3;626
289890;4;626
289892;6;626
289893;2;626
289894;3;626
289896;3;626
289898;2;626
289899;2;626
289900;4;626
289901;1;626
289902;3;626
289903;3;626
289904;2;626
289905;2;626
289906;3;626
289910;2;626
289912;2;626
289915;4;626
289917;6;626
289919;5;664
289921;5;669
289922;30;669
289924;3;702
289928;2;702
289973;29;648
289998;19;700
289999;26;700
290028;17;730
290030;30;648
290034;22;660
290072;4;662
290113;8;726
290115;10;669
290116;10;669
290120;17;624
290139;8;624
290149;6;624
290156;6;726
290162;8;624
290164;5;700
290175;8;624
290181;8;726
290296;8;726
290330;4;726
290340;5;648
290351;5;648
290545;4;726
290551;11;726
290629;3;626
290637;12;626
290639;12;626
290640;18;626
290642;58;648
290643;29;648
290644;36;648
290789;1;741
290794;8;726
290806;7;726
290815;5;726
290932;19;620
291369;26;700
291379;3;700
291383;18;700
291439;2;625
291444;3;734
291445;8;734
291446;10;664
291447;10;664
291450;4;664
291501;3;700
291526;3;700
291527;3;700
291569;3;700
291810;95;730
291888;5;664
292007;5;626
292009;6;626
292029;41;730
292100;13;700
292104;1;700
292106;527;700
292108;10;700
292163;8;700
292167;12;700
292249;6;626
292376;4;664
292451;100;701
292464;159;701
292469;6;664
292568;11;733
292570;10;733
292571;17;733
292682;65;701
292731;100;701
292781;28;701
292930;17;701
294547;250;700
294652;3;700
294709;38;730
294710;64;730
294877;6;664
294917;1;626
294922;2;626
294965;2;649
294989;1;626
294990;2;626
295008;1;625
295148;85;700
295297;6;664
295349;5;664
295632;11;742
295645;8;700
295728;44;701
295821;65;620
295823;43;620
295824;37;620
296303;9;626
296915;2;625
296916;2;625
296917;2;625
296918;1;625
296919;1;625
296920;2;625
296927;2;625
296928;2;625
296929;3;625
296930;2;625
297134;76;731
297136;33;731
297168;28;625
297358;2;625
297668;1;625
297670;2;625
297772;1;625
297773;1;625
297777;1;625
297778;1;625
297779;1;625
297780;3;625
297782;1;625
297818;2;625
297819;2;625
297863;7;680
297865;9;680
297866;9;680
297867;9;680
297870;9;680
297872;9;680
297873;12;680
297875;9;680
297898;9;680
297900;9;680
297901;9;680
297902;9;680
297903;9;680
297904;9;680
297905;7;680
297906;7;680
297907;6;680
297908;12;680
297912;7;680
297916;4;669
297917;7;680
297919;11;680
297921;7;680
297922;7;680
297923;7;680
297924;7;680
297925;7;680
297935;3;649
298124;17;649
298141;1;743
298148;2;743
298219;1;625
298232;10;662
298255;17;649
298258;5;649
298259;6;649
298260;15;662
298262;6;649
298265;4;649
298286;3;680
298287;14;662
298288;15;662
298315;11;662
298324;1;649
298325;2;649
298338;10;662
298339;1;649
298340;2;649
298341;1;649
298342;560;731
298343;14;662
298357;120;731
298391;22;603
298392;15;662
298448;5;743
298450;8;743
298454;5;743
298462;1;625
298463;1;625
298464;1;625
298466;1;625
298468;1;625
298471;1;625
298473;1;625
298474;1;625
298475;1;625
298476;1;625
298477;1;625
298478;1;625
298479;1;625
298553;2;700
298572;4;742
298682;5;743
298685;5;743
298825;7;700
298845;5;743
298862;1;649
298868;5;649
298869;3;649
298931;4;700
298932;11;700
298947;4;725
298948;6;725
298950;7;725
298964;5;725
298966;6;725
298967;5;725
298979;6;725
298980;12;725
298982;4;725
298983;3;725
298996;5;725
299011;2;725
299026;1;725
299182;3;649
299253;3;725
299317;2;625
299319;2;625
299321;2;649
299326;4;649
299328;4;649
299332;3;625
299334;2;625
299336;2;625
299340;2;625
299349;30;724
299350;30;724
299354;17;664
299444;35;722
299447;21;722
299448;40;722
299490;7;647
299497;2;664
299498;1;649
299503;1;649
299504;4;664
299507;3;664
299508;6;649
299572;1;721
299575;3;721
299577;2;721
299599;4;664
299763;1;725
299766;1;725
299813;6;649
299816;13;649
299847;16;649
299859;11;649
299861;3;649
299862;21;649
299864;3;649
299866;3;649
299869;4;649
299874;3;729
299875;4;729
299877;1;729
299878;10;729
299879;8;742
299880;6;742
299882;7;729
299890;4;729
299894;6;729
299898;10;729
299902;4;729
299904;4;729
299916;3;729
299917;2;729
299944;8;729
299976;2;649
300221;8;730
300610;1;625
300611;1;625
300615;1;625
300618;1;625
300620;1;625
300751;2;625
300769;2;649
300770;2;649
300818;28;704
300839;48;704
300925;8;702
301019;23;704
301171;8;743
301177;57;704
301178;9;704
301179;77;704
301188;1;649
301248;1;625
301249;1;625
301279;13;740
301281;29;740
301282;2;649
301284;26;740
301308;2;649
301329;14;728
301332;70;728
301338;65;728
301588;3;649
301669;4;649
301879;10;626
301880;2;626
301881;3;626
301882;4;626
301883;3;626
301885;4;626
301887;13;626
301889;6;626
301916;5;668
301922;12;649
301923;12;649
301924;12;649
301925;1;649
301926;2;649
301927;2;649
301928;1;649
301933;1;649
301947;1;649
301949;18;649
301950;12;649
302107;26;668
302112;59;668
302129;35;668
302135;42;668
302137;32;668
302165;35;668
302199;26;668
302203;9;668
302204;18;668
302404;14;649
302407;12;649
302425;7;649
302430;7;649
302437;16;649
302440;17;649
302442;6;649
302448;3;649
302453;2;649
302454;4;649
302457;1;649
302458;1;649
302745;10;680
302794;6;648
302831;1;648
302840;1;648
302846;1;648
302849;3;648
302851;4;648
303013;6;680
303014;14;680
303033;10;680
303102;11;680
303106;8;680
303107;3;680
303110;12;680
303150;16;649
303162;14;680
303190;12;680
303247;13;680
303251;8;649
303254;8;680
303263;13;680
303267;71;730
303270;14;680
303300;12;700
303317;3;625
303352;16;649
303354;13;680
303373;8;649
303486;6;625
303487;3;625
303488;2;625
303489;2;625
303494;2;625
303497;2;625
303505;3;740
303533;9;700
303535;7;700
303589;10;664
303757;1;625
303766;2;625
303768;6;625
303771;2;625
303772;14;625
303789;5;664
303790;4;664
303794;5;664
303795;5;664
303799;4;664
303800;5;664
303801;5;664
303805;8;664
303807;8;664
303808;6;664
303810;9;664
303811;9;664
304048;48;730
304049;47;730
304050;47;730
304379;46;728
304382;48;728
304384;46;728
304390;6;721
304391;12;721
304448;13;730
304462;6;725
304487;43;667
304512;134;730
304550;1;683
304588;1;682
305015;33;667
305017;1;667
305075;120;729
305107;3;664
305112;6;664
305384;5;664
305385;4;664
305392;6;664
305400;6;664
305548;12;664
305550;54;603
305551;6;664
305552;54;603
305555;6;664
305559;4;664
305562;19;603
305563;4;664
305566;10;664
305568;28;603
305569;4;664
305572;5;683
305575;10;664
305577;10;664
305628;4;664
305637;4;664
305668;6;664
305706;5;664
305970;5;664
305971;20;730
306057;5;664
306063;4;700
306067;12;664
306068;12;664
306071;24;649
306073;5;664
306075;5;664
306076;7;664
306077;5;664
306080;24;649
306081;5;664
306082;10;664
306083;4;664
306084;5;664
306086;24;649
306088;5;664
306089;4;664
306090;4;664
306091;24;649
306092;4;664
306097;3;729
306111;5;664
306114;5;664
306116;5;664
306120;5;664
306122;7;664
306123;5;664
306125;5;664
306219;1;729
306272;7;725
306297;5;725
306300;10;725
306461;7;667
306630;1;729
306662;73;724
306672;74;724
306677;43;724
306682;108;724
306951;2;625
306953;21;662
306957;2;625
306958;2;625
306960;2;625
306965;2;625
306968;2;625
306970;2;625
306982;2;625
306983;2;625
306984;2;625
306985;2;625
306987;2;625
306988;1;625
306989;1;625
306991;2;625
306992;1;625
306993;2;625
306994;1;625
306995;2;625
307008;2;729
307071;1;625
307077;6;625
307078;8;625
307082;2;625
307133;237;726
307154;36;726
307174;33;648
307182;60;648
307196;2;729
307325;21;648
307558;10;664
307562;3;729
307603;10;664
307604;10;664
307605;5;664
307747;5;664
307794;2;740
307820;5;664
307830;5;664
307833;10;729
307841;6;729
307850;5;664
307851;4;729
307853;5;664
307856;5;664
307857;10;664
307862;9;664
307866;2;729
307869;5;664
307871;5;664
307872;5;664
307874;4;729
307875;4;664
307877;4;664
307878;5;664
307880;5;664
307881;3;729
307883;4;664
307884;5;664
307885;5;664
307887;5;664
307892;3;730
307904;2;730
307996;4;664
308002;23;625
308050;114;730
308072;3;664
308076;4;664
308085;3;730
308157;7;701
308170;9;664
308222;2;701
308236;9;664
308325;3;730
308347;4;664
308395;116;731
308449;126;724
308455;5;664
308457;5;664
308459;1;729
308461;5;664
308469;5;665
308472;1;729
308473;5;665
308477;5;665
308479;5;665
308480;10;664
308481;5;665
308482;2;664
308483;5;665
308484;2;664
308485;4;729
308486;5;665
308487;3;664
308488;5;665
308493;5;664
308497;4;729
308500;5;665
308502;5;665
308504;5;664
308508;5;664
308510;4;665
308529;5;665
308535;4;664
308536;4;664
308541;5;665
308543;4;664
308547;6;740
308549;4;664
308552;4;664
308684;37;724
308687;21;724
308950;69;725
308994;6;626
309002;10;626
309262;6;664
309333;1;649
309336;55;649
309414;3;626
309415;3;626
309421;5;626
309422;6;626
309423;1;626
309430;2;626
309584;319;730
309585;6;664
309592;319;730
309598;316;730
309602;321;730
309634;6;664
309637;6;664
309646;6;664
309818;12;664
309931;8;664
309943;5;664
309946;12;664
309948;6;664
309959;2;664
309962;5;664
309964;4;664
309969;6;665
309971;5;664
309973;5;664
309974;8;665
309978;5;664
309979;4;665
309980;7;664
309982;5;664
309987;7;664
310042;10;664
310043;10;664
310059;7;664
310118;5;664
310164;4;664
310396;1;625
310419;883;700
310561;50;701
310562;50;701
310563;50;701
310565;50;701
310770;10;664
310854;11;664
310856;66;704
310859;50;722
310860;50;722
310861;50;722
310862;50;722
310863;50;722
310923;50;722
310925;50;722
310955;50;722
311025;15;725
311107;108;724
311111;36;724
311132;33;724
311140;37;725
311141;60;725
311142;38;725
311143;61;725
311176;52;724
311359;60;722
311361;42;722
311362;82;722
311363;61;722
311364;35;722
311366;26;722
311367;143;722
311368;199;722
311369;197;722
311370;195;722
311371;199;722
311375;148;722
311376;157;722
311377;162;722
311640;4;665
311645;4;665
311685;8;665
311688;6;725
311690;3;665
311691;4;665
311692;6;665
312049;29;725
312167;6;665
312229;4;665
312230;6;665
312232;6;665
312255;6;665
312260;6;665
312261;6;665
312271;3;665
312272;3;665
312276;5;665
312277;6;665
312278;6;665
312303;3;649
312311;18;603
312313;6;603
312314;24;603
312315;24;603
312316;36;603
312318;18;603
312319;4;649
312340;3;649
312342;27;603
312343;15;603
312344;24;603
312348;19;603
312356;4;649
312374;50;722
312376;49;722
312378;50;722
312379;49;722
312380;49;722
312384;30;722
312385;29;722
312386;49;722
312387;50;722
312389;44;722
312399;6;730
312400;7;726
312402;1;730
312403;5;730
312405;2;730
312406;3;730
312407;4;730
312418;2;730
312421;4;730
312424;2;730
312465;4;730
312466;1;730
312469;2;730
312476;3;730
312479;8;725
312480;2;730
312498;9;725
312499;9;680
312503;6;726
312540;9;680
312554;8;680
312563;9;680
312576;16;731
312832;1;700
312884;9;667
312888;16;680
312891;11;680
312943;14;680
312946;16;680
312959;10;680
312961;6;680
312962;10;680
312963;10;680
312964;12;680
312966;5;680
312967;14;680
312977;9;680
312978;10;680
313039;1;702
313502;1;620
313672;375;730
313675;353;730
313679;386;730
313916;10;668
314094;16;701
314210;38;664
314846;7;700
314849;3;700
314851;2;700
314873;2;700
314889;8;700
314890;4;700
314892;6;603
314893;3;603
314896;11;603
314907;8;603
314928;24;603
314996;8;680
315245;26;733
315251;21;733
315252;18;733
315277;11;603
315342;18;667
315381;61;700
315462;17;667
315894;1;664
315895;1;664
315896;19;664
315959;14;667
316021;9;683
316144;2;725
316145;1;725
316160;5;664
316170;8;740
316173;4;740
316305;1;725
316307;15;667
316309;16;667
316310;5;725
316312;13;667
316313;22;725
316315;10;667
316627;13;667
316668;21;703
316673;4;726
316675;4;726
316749;2;723
316753;1;723
316754;5;667
316755;3;723
316756;2;723
316757;2;723
316758;2;723
316760;5;730
316765;4;730
316769;18;649
316771;10;667
316774;1;730
316780;3;667
316789;50;704
316799;6;660
316803;6;660
316804;6;660
316806;3;730
316807;6;660
316808;4;730
316809;4;730
316811;2;730
316812;6;730
316813;6;660
316814;4;730
316815;4;730
316816;2;730
316817;3;730
316819;6;660
316821;6;660
316824;6;660
316825;6;660
316829;6;660
316833;6;660
316839;6;660
316841;6;660
316881;6;660
316893;6;660
316913;6;660
316916;6;660
316919;6;660
316925;6;660
316927;6;660
316928;16;601
317017;6;660
317018;6;660
317019;6;660
317021;6;660
317025;6;660
317026;6;660
317027;6;660
317028;6;660
317030;6;660
317032;6;660
317034;5;743
317040;5;743
317064;5;743
317087;5;743
317089;7;700
317218;213;701
317279;77;725
317280;51;725
317292;2;625
317293;2;625
317294;2;625
317295;2;625
317296;2;625
317297;2;625
317298;2;625
317299;2;625
317300;2;625
317301;2;625
317302;2;625
317303;1;625
317304;2;625
317305;2;625
317307;2;625
317308;2;625
317311;24;625
317316;3;625
317321;2;625
317322;2;625
317325;2;625
317329;59;725
317334;50;725
317341;1;625
317342;1;625
317356;1;625
317357;1;625
317358;1;625
317384;5;683
317386;6;683
317427;177;726
317479;5;743
317510;13;725
317603;44;722
317605;22;722
317818;5;743
318274;10;667
318275;12;667
318315;14;669
318474;200;722
318483;12;669
318534;5;743
318542;4;725
318553;4;743
318555;8;669
318558;4;725
318567;2;725
318591;19;667
318656;3;725
318684;2;725
318695;9;669
318702;4;725
318709;2;725
318845;4;743
318905;10;669
318908;12;669
319045;36;669
319046;6;669
319047;6;669
319048;9;669
319049;10;669
319050;10;669
319056;80;649
319057;137;649
319069;30;741
319081;24;601
319090;103;601
319091;71;601
319103;67;601
319105;23;601
319111;23;601
319116;47;601
319122;23;601
319125;23;601
319126;46;601
319127;23;601
319128;23;601
319134;23;601
319137;23;601
319139;2;734
319140;23;601
319142;2;734
319150;1;734
319163;3;734
319165;3;734
319166;15;665
319171;3;734
319178;9;665
319183;15;665
319204;17;665
319315;17;742
319485;6;700
319489;13;700
319493;10;730
319497;20;730
319723;5;683
320174;2;625
320176;2;625
320177;2;625
320180;3;625
320181;2;625
320229;2;625
320230;2;625
320232;2;625
320237;1;730
320245;22;661
320246;2;625
320247;2;625
320248;16;661
320263;2;625
320298;28;725
321053;40;725
321104;20;648
321106;17;648
321111;20;648
321113;20;648
321116;16;648
321125;19;648
321128;19;648
321130;19;648
321489;163;701
321564;19;731
321567;19;731
321568;109;725
321569;81;725
321591;48;725
321593;12;701
321615;1;701
321719;172;701
322489;239;701
322516;22;664
322519;10;664
322547;6;664
322559;6;664
322560;9;664
322561;4;664
322579;10;721
322580;15;721
322581;10;626
322582;2;626
322583;3;626
322584;3;626
322585;5;626
322586;3;626
322588;6;626
322694;3;626
322695;3;626
322696;3;626
322697;2;626
322703;6;649
322704;5;626
322705;5;626
322706;6;649
322707;4;626
322708;6;649
322709;6;649
322710;9;649
322711;13;649
322713;3;649
322715;6;649
322716;3;649
322718;3;649
322719;2;649
322720;3;649
322721;3;649
322725;2;649
322726;2;649
322727;3;649
322728;3;649
322729;12;682
322730;3;649
322731;3;649
322732;11;682
322733;11;682
322735;10;649
322736;8;682
322737;6;649
322738;5;682
322739;12;649
322740;12;649
322741;12;649
322742;9;649
322743;14;649
322774;11;649
322775;11;649
322776;5;649
322777;5;649
322788;23;661
322808;14;603
322817;1;649
322818;4;649
322821;4;649
322829;10;649
323211;2;625
323216;1;625
323218;2;625
323221;2;625
323222;1;625
323250;2;625
323274;2;625
323275;1;625
323282;2;625
323283;2;625
323284;2;625
323300;2;625
323631;36;648
324125;1;667
324173;1;625
324174;1;625
324176;2;625
324246;198;724
324248;69;724
324249;91;724
324250;92;724
324256;66;724
324257;87;724
324260;123;724
324261;96;724
324263;187;724
324264;132;724
324423;14;701
324509;8;700
324510;40;668
324511;33;668
324620;11;620
324623;5;620
324999;2;625
326022;2;734
327086;9;649
327093;8;649
327605;11;702
328211;2;625
328212;2;625
328213;2;625
329786;16;728
329788;28;728
329790;25;728
329804;4;702
329809;5;702
329810;4;702
329812;2;700
329813;5;648
329814;4;702
329816;10;648
329817;2;648
329819;9;648
329820;9;700
329821;9;648
329823;19;700
329931;8;700
329936;9;700
329959;15;741
329983;101;701
330171;2;700
330289;25;722
330290;49;649
330292;28;700
330295;19;701
330296;61;722
330297;17;700
330298;50;742
330299;18;700
330300;50;742
330301;30;742
330311;20;742
330313;20;742
330321;50;742
330324;9;700
330327;2;649
330347;10;742
330351;2;649
330360;8;700
330361;50;742
330363;3;649
330368;3;649
330376;12;700
330377;3;649
330380;3;649
330386;14;700
330387;40;742
330405;4;649
330408;40;742
330422;20;700
330465;12;649
330535;40;742
330637;5;603
330811;28;731
330831;50;742
330860;30;603
330864;50;742
330865;20;742
330868;3;649
330876;7;649
330877;3;649
330878;10;649
330879;10;649
330880;2;649
330881;2;649
330883;10;649
330884;4;649
330885;4;649
330887;4;649
330888;4;649
330889;17;649
330891;3;649
330892;3;649
330926;3;625
330958;7;625
330961;3;649
330963;3;626
330965;3;649
330990;2;649
330998;6;649
331224;2;626
331450;19;700
331451;36;700
331452;36;700
331453;19;700
331455;5;702
331457;1;702
331458;4;702
331459;5;702
331460;5;702
331467;10;670
331526;1;670
331534;66;731
331572;5;702
331574;4;670
331596;5;702
331599;4;670
331605;17;620
331622;4;670
331719;3;625
331731;3;702
331733;4;670
331734;4;670
331735;4;670
331738;4;670
331745;10;683
331746;21;683
331797;4;670
331799;4;670
331829;12;640
331830;12;640
331835;12;640
331840;12;640
331841;6;640
331844;5;640
331856;4;640
331857;5;640
331860;1;640
331862;9;640
331876;12;640
331877;5;702
331878;6;640
331880;4;640
331881;5;640
331885;7;640
331887;5;702
331891;11;640
331893;11;640
331895;12;640
331897;6;640
331899;5;640
331901;4;640
331903;5;640
331905;3;640
331917;11;640
331918;12;640
331924;11;640
331931;5;640
331937;5;640
331938;5;640
331940;9;640
331946;7;640
331949;6;640
331955;12;640
331956;11;640
331962;5;640
331963;4;640
331964;5;640
331965;4;640
331966;6;640
332004;40;704
332090;1;700
332451;1;626
332454;73;626
332486;1;625
332488;1;625
332489;2;625
333373;6;664
333375;1;721
333887;3;700
334010;116;701
334011;6;602
334012;6;602
334014;24;603
334015;322;703
334018;67;703
334021;325;703
334022;74;703
